Sample,90_min_after_cold_stress,90_min_after_oxy_stress
eco_gcs1_t01921,0.000219098,0.000920442
eco_gcs1_t02783,0.000650412,0.000517379
eco_gcs1_t11500,2.27884E-05,0.000199141
eco_gcs1_t01209,5.18074E-06,0.000246954
eco_gcs1_t07642,0.000561188,0.001370946
eco_gcs1_t04928,0.007388106,0.00262359
eco_gcs1_t06357,1.09483E-05,0.000139977
eco_gcs1_t11189,1.10781E-05,0.000146168
eco_gcs1_t05240,0.000797403,0.000101412
eco_gcs1_t10535,1.87947E-05,0.000215746
eco_gcs1_t09020,0.000455306,0.000899587
eco_gcs1_t03331,0.000157632,0.00052791
eco_gcs1_t12405,0.359812187,0.323296094
eco_gcs1_t02908,0.00042804,0.000748079
eco_gcs1_t01435,0.000430373,0.001645886
eco_gcs1_t09250,0.000778605,0.000543861
eco_gcs1_t00699,1.78973E-05,0.000198725
eco_gcs1_t03467,7.37302E-05,0.000297291
eco_gcs1_t06642,0.000853825,0.00041191
eco_gcs1_t10433,0.003252164,0.013763341
eco_gcs1_t10202,9.02296E-06,0.000492221
eco_gcs1_t06665,8.28787E-05,0.000209551
eco_gcs1_t05833,1.12471E-05,0.000140359
eco_gcs1_t00040,0.00043643,0.001664378
eco_gcs1_t06229,0.000420388,0.00094751
eco_gcs1_t04815,0.000118515,0.000228224
eco_gcs1_t12272,0.002512784,0.005921467
eco_gcs1_t04118,0.003612838,0.001545427
eco_gcs1_t10757,2.83927E-05,0.000260311
eco_gcs1_t00071,7.01013E-06,0.000278004
eco_gcs1_t12248,0.002485761,0.003033834
eco_gcs1_t11766,6.73986E-05,0.000442469
eco_gcs1_t10275,0.001866188,0.00105414
eco_gcs1_t11888,0.009061462,0.003739101
eco_gcs1_t03064,0.000128329,0.000495531
eco_gcs1_t03109,0.021504154,0.008752716
eco_gcs1_t04687,4.03984E-05,8.2402E-05
eco_gcs1_t09717,1.85018E-05,0.000466804
eco_gcs1_t08054,0.000201674,0.00036055
eco_gcs1_t09635,0.000112231,0.001099482
eco_gcs1_t08852,0.000116159,0.000364418
eco_gcs1_t06501,0.000346899,0.000391644
eco_gcs1_t00397,0.000937986,0.001640004
eco_gcs1_t03402,0.000728372,0.00060693
eco_gcs1_t06154,2.05059E-05,2.46036E-05
eco_gcs1_t03866,3.8121E-06,7.37691E-06
eco_gcs1_t00545,0.000209349,0.00045701
eco_gcs1_t09064,2.40024E-05,0.00023174
eco_gcs1_t07501,0.000402876,0.000621847
eco_gcs1_t02322,0.000542778,0.000623735
eco_gcs1_t00194,0.000739019,0.001528162
eco_gcs1_t00260,0.007872613,0.00470742
eco_gcs1_t05045,0.000161672,0.001048375
eco_gcs1_t03211,0.000123371,0.000207469
eco_gcs1_t10353,1.50337E-05,0.000294001
eco_gcs1_t04834,2.11273E-05,9.97027E-05
eco_gcs1_t06911,0.022732912,0.016995105
eco_gcs1_t11459,0.002060927,0.006506797
eco_gcs1_t01360,0.000888265,0.040358469
eco_gcs1_t04444,0.000330573,0.000209491
eco_gcs1_t02630,0.000255953,0.000474677
eco_gcs1_t04933,0.000141039,0.000130835
eco_gcs1_t00642,0.001443454,0.001352225
eco_gcs1_t10579,0.000221765,0.00040347
eco_gcs1_t05374,1.32797E-05,3.12897E-05
eco_gcs1_t03140,0.000720616,0.001062396
eco_gcs1_t09512,0.000260902,0.000367069
eco_gcs1_t06514,7.86975E-06,6.75025E-05
eco_gcs1_t02303,0.000473839,0.000408297
eco_gcs1_t01631,0.002335254,0.001239876
eco_gcs1_t05845,7.41845E-06,0.000431375
eco_gcs1_t05413,0.001111576,0.000123865
eco_gcs1_t00340,8.55478E-06,0.000100273
eco_gcs1_t06697,2.32874E-05,6.11208E-05
eco_gcs1_t08887,9.87808E-06,0.00011855
eco_gcs1_t06651,9.73839E-05,9.01593E-05
eco_gcs1_t04225,4.37488E-05,9.23636E-05
eco_gcs1_t12133,0.000470027,0.001210652
eco_gcs1_t06779,0.000242413,0.000813778
eco_gcs1_t08238,8.0959E-05,0.000306456
eco_gcs1_t02853,0.000311263,0.00294421
eco_gcs1_t00989,0.000122504,0.000265454
eco_gcs1_t09325,1.41684E-05,0.000248823
eco_gcs1_t04773,0.005562859,0.001579877
eco_gcs1_t01664,0.000207413,0.000190517
eco_gcs1_t01657,0.001076408,0.000552408
eco_gcs1_t05211,4.27147E-05,0.000871218
eco_gcs1_t09530,0.002221768,0.001497593
eco_gcs1_t00443,0.004145694,0.005624673
eco_gcs1_t05997,6.30609E-06,1.95887E-05
eco_gcs1_t06224,5.07499E-05,0.000111388
eco_gcs1_t02735,0.009889336,0.007770585
eco_gcs1_t03234,6.76612E-06,1.98768E-05
eco_gcs1_t02833,1.36497E-05,2.1374E-05
eco_gcs1_t02220,8.85757E-06,0.000234491
eco_gcs1_t04191,0.001397424,0.003594017
eco_gcs1_t11846,5.54868E-05,0.000370829
eco_gcs1_t02160,0.000298817,0.000329232
eco_gcs1_t09645,4.44616E-05,0.00037372
eco_gcs1_t02923,0.00017904,7.51998E-05
eco_gcs1_t00131,0.000974254,0.001638014
eco_gcs1_t03264,0.000444312,0.000348709
eco_gcs1_t05248,0.000106832,0.000523265
eco_gcs1_t04966,0.000147953,0.000119533
eco_gcs1_t11411,0.00051985,0.001142746
eco_gcs1_t04950,4.13331E-05,5.64462E-05
eco_gcs1_t09543,0.000153598,9.17536E-05
eco_gcs1_t08153,9.74823E-06,0.00067083
eco_gcs1_t07160,3.84551E-06,0.0004107
eco_gcs1_t01612,4.64724E-05,0.000190217
eco_gcs1_t10812,1.61563E-05,9.22458E-06
eco_gcs1_t06167,0.000951084,0.003725169
eco_gcs1_t03792,0.000147971,0.000165128
eco_gcs1_t04980,0.000535529,0.001986306
eco_gcs1_t08760,1.43599E-05,0.00015191
eco_gcs1_t10931,0.000261447,0.000518747
eco_gcs1_t06845,8.82416E-05,0.000113096
eco_gcs1_t01943,9.773E-05,0.000189522
eco_gcs1_t05000,0.000176454,0.00104117
eco_gcs1_t12334,0.003987615,0.003803792
eco_gcs1_t01857,0.002601301,0.001526319
eco_gcs1_t05626,0.000366222,0.001059049
eco_gcs1_t07622,4.07358E-06,6.54832E-06
eco_gcs1_t10533,1.50982E-05,0.000251369
eco_gcs1_t10249,2.19976E-05,0.00031563
eco_gcs1_t04711,2.07752E-05,5.05639E-05
eco_gcs1_t00079,5.6432E-05,0.000167242
eco_gcs1_t06124,6.31606E-06,8.07278E-06
eco_gcs1_t00949,0.005287213,0.007946598
eco_gcs1_t02128,0.000903192,0.000730569
eco_gcs1_t00048,0.000362723,0.000229266
eco_gcs1_t07153,7.5737E-05,0.000164749
eco_gcs1_t02737,0.000503204,0.00054883
eco_gcs1_t04039,1.94914E-05,0.000104928
eco_gcs1_t09994,0.000287841,0.000413667
eco_gcs1_t00757,1.52321E-05,0.000197966
eco_gcs1_t12242,0.002574124,0.002905893
eco_gcs1_t09803,0.000115317,0.000195255
eco_gcs1_t11470,0.009771181,0.00763864
eco_gcs1_t10900,0.000626757,0.002127482
eco_gcs1_t12363,0.864565612,0.777584964
eco_gcs1_t11762,4.0235E-05,0.000266239
eco_gcs1_t11808,0.000198628,0.000341846
eco_gcs1_t04484,0.000912063,0.002189352
eco_gcs1_t05101,0.011792202,0.00115756
eco_gcs1_t06433,9.32243E-05,0.000155485
eco_gcs1_t11890,0.000127577,0.000439087
eco_gcs1_t11559,0.000106239,0.00065839
eco_gcs1_t05160,0.000317035,0.000378848
eco_gcs1_t04677,0.001978694,0.000531464
eco_gcs1_t00895,0.000687628,0.000821907
eco_gcs1_t08015,0.004516683,0.004781103
eco_gcs1_t06809,0.00045567,0.000517317
eco_gcs1_t05804,2.37116E-05,9.56926E-05
eco_gcs1_t09563,0.000358139,8.00731E-05
eco_gcs1_t05926,0.035964534,0.057237056
eco_gcs1_t08753,1.18315E-05,0.000154166
eco_gcs1_t00010,0.00043123,0.002815099
eco_gcs1_t06172,0.001679504,0.005885364
eco_gcs1_t04197,4.35557E-05,0.000257281
eco_gcs1_t09630,0.006057698,0.003908237
eco_gcs1_t05812,0.000767346,0.000481806
eco_gcs1_t05605,4.38808E-05,0.000379486
eco_gcs1_t06903,0.000251803,0.000595377
eco_gcs1_t08675,0.009216021,0.002759535
eco_gcs1_t08508,5.52751E-05,2.43352E-05
eco_gcs1_t10363,8.06204E-05,0.000272036
eco_gcs1_t05204,4.0985E-05,9.53442E-05
eco_gcs1_t02327,0.000304627,0.000236331
eco_gcs1_t04266,0.000523152,0.006783237
eco_gcs1_t05343,3.98714E-05,0.000346667
eco_gcs1_t04303,0.000751185,0.000593379
eco_gcs1_t12350,1.94631E-05,0.000223567
eco_gcs1_t10893,0.010732662,0.004479567
eco_gcs1_t09299,0.000120432,0.000360475
eco_gcs1_t04914,4.27869E-05,0.000130119
eco_gcs1_t11208,0.00021686,0.000476139
eco_gcs1_t04237,0.000123108,0.000421819
eco_gcs1_t00796,3.40901E-05,0.000182279
eco_gcs1_t03401,0.001012957,0.000315808
eco_gcs1_t02685,5.62183E-05,0.000493587
eco_gcs1_t09386,1.57064E-05,0.000139241
eco_gcs1_t04523,7.37778E-06,8.67342E-05
eco_gcs1_t09573,0.00176794,0.001612255
eco_gcs1_t05761,0.000124394,0.000363204
eco_gcs1_t02418,5.17885E-05,1.91938E-05
eco_gcs1_t09143,4.03636E-06,1.57883E-05
eco_gcs1_t02235,4.8148E-05,0.000199727
eco_gcs1_t10374,0.113534498,0.038916065
eco_gcs1_t02700,0.000230288,0.000441597
eco_gcs1_t10676,1.20777E-05,8.00329E-05
eco_gcs1_t00197,0.000791917,0.001130294
eco_gcs1_t04919,0.001357278,0.001059177
eco_gcs1_t10847,2.61396E-05,0.000362993
eco_gcs1_t11141,0.001697082,0.00187839
eco_gcs1_t00776,5.50375E-06,3.65293E-05
eco_gcs1_t11399,0.000234479,0.000178619
eco_gcs1_t04030,5.01694E-05,0.000315065
eco_gcs1_t07555,0.001395399,0.000475809
eco_gcs1_t10520,0.000109161,0.000589941
eco_gcs1_t10954,0.001161188,0.001189738
eco_gcs1_t09127,9.08705E-05,0.000325971
eco_gcs1_t03845,2.97977E-05,0.00018226
eco_gcs1_t03447,2.06689E-05,0.000122987
eco_gcs1_t09061,8.5364E-06,0.000364454
eco_gcs1_t03701,5.20755E-05,0.001131363
eco_gcs1_t00719,6.25045E-05,0.000303479
eco_gcs1_t00023,0.003344923,0.004690484
eco_gcs1_t00290,0.000115505,0.000235503
eco_gcs1_t10164,5.39856E-05,0.000151529
eco_gcs1_t09753,1.42351E-05,0.000194796
eco_gcs1_t01352,1.45914E-05,5.63779E-05
eco_gcs1_t12143,1.73582E-05,0.000722021
eco_gcs1_t11588,8.94365E-05,0.000267216
eco_gcs1_t11270,2.51213E-05,0.000589653
eco_gcs1_t10872,0.001942459,0.001101279
eco_gcs1_t02370,1.77912E-05,0.000102819
eco_gcs1_t07910,0.002403877,0.001565908
eco_gcs1_t08834,0.010100655,0.002729523
eco_gcs1_t09559,0.00249509,0.001159804
eco_gcs1_t01375,7.59091E-05,0.0004396
eco_gcs1_t00485,0.00021255,0.002056763
eco_gcs1_t01410,0.000122253,0.000585121
eco_gcs1_t06548,0.000141615,0.000215448
eco_gcs1_t10037,0.000352968,0.002151174
eco_gcs1_t06749,1.99848E-05,5.76989E-05
eco_gcs1_t11825,0.000186607,0.000111692
eco_gcs1_t12463,8.58506E-05,0.000387865
eco_gcs1_t01819,1.59789E-05,0.00018157
eco_gcs1_t00104,0.000293634,0.000365364
eco_gcs1_t03747,0.000298707,0.000243113
eco_gcs1_t10795,3.1439E-05,0.000163215
eco_gcs1_t12316,8.04521E-06,8.60879E-06
eco_gcs1_t06688,4.39206E-05,0.000192925
eco_gcs1_t05467,0.0010542,0.001095973
eco_gcs1_t00696,0.000163168,0.00010846
eco_gcs1_t10855,2.92079E-05,0.000466341
eco_gcs1_t07749,0.000141823,0.000117256
eco_gcs1_t05200,0.002593652,0.00029212
eco_gcs1_t11968,1.91923E-05,0.000252674
eco_gcs1_t01878,0.00023949,9.50559E-05
eco_gcs1_t11707,0.00225085,0.000284528
eco_gcs1_t09872,0.000292214,0.000202878
eco_gcs1_t04242,1.50672E-05,0.000174508
eco_gcs1_t01555,0.00020576,0.000169873
eco_gcs1_t02708,0.000101564,0.000147814
eco_gcs1_t10774,8.77408E-05,0.000245266
eco_gcs1_t12297,0.787903195,0.709520638
eco_gcs1_t00258,0.000615523,0.000553903
eco_gcs1_t03199,0.000774941,0.000344595
eco_gcs1_t03983,5.95466E-05,0.000318983
eco_gcs1_t01301,0.000356978,0.001036499
eco_gcs1_t09403,0.000209251,0.000636709
eco_gcs1_t02902,4.54685E-06,9.32943E-06
eco_gcs1_t04278,0.000286965,0.000252403
eco_gcs1_t07297,0.000294147,0.000571039
eco_gcs1_t03478,3.04073E-05,8.14525E-05
eco_gcs1_t07303,0.000276367,0.000522004
eco_gcs1_t00867,0.000662946,0.003305483
eco_gcs1_t06873,0.000250648,0.000778984
eco_gcs1_t06580,0.000674371,0.000581878
eco_gcs1_t00925,0.002090997,0.001426663
eco_gcs1_t00479,6.29827E-05,0.000202486
eco_gcs1_t04209,0.000464537,0.000964313
eco_gcs1_t09443,6.59991E-06,0.000317472
eco_gcs1_t02866,0.000330447,4.24414E-05
eco_gcs1_t09838,0.000112459,0.000556574
eco_gcs1_t00005,0.001158482,0.009793331
eco_gcs1_t07288,4.70219E-05,0.00020537
eco_gcs1_t03621,1.65422E-05,0.00029075
eco_gcs1_t11757,0.000928002,0.00094281
eco_gcs1_t06319,3.91005E-06,1.24217E-05
eco_gcs1_t07246,0.000180863,0.000176636
eco_gcs1_t09746,4.8111E-05,0.000393454
eco_gcs1_t10661,2.64266E-05,0.000192487
eco_gcs1_t05929,0.000175372,0.000198256
eco_gcs1_t12257,0.000130215,0.000986398
eco_gcs1_t04405,0.000111421,0.000295949
eco_gcs1_t01560,0.002839952,0.003699955
eco_gcs1_t09840,0.000127723,0.00091388
eco_gcs1_t01478,6.36572E-05,0.00024316
eco_gcs1_t02499,1.74875E-05,5.89946E-05
eco_gcs1_t06907,0.000480752,0.000906058
eco_gcs1_t06177,0.000333203,0.00034121
eco_gcs1_t06070,6.68569E-05,0.000105927
eco_gcs1_t10179,3.8867E-06,2.04401E-05
eco_gcs1_t06558,0.000435045,0.004401275
eco_gcs1_t03706,0.000128403,0.00021138
eco_gcs1_t06621,1.19134E-05,0.000117468
eco_gcs1_t12115,0.003226873,0.002702733
eco_gcs1_t05767,0.000129312,0.000254591
eco_gcs1_t11376,0.000220459,0.0002
eco_gcs1_t05793,1.20358E-05,0.000163504
eco_gcs1_t02916,0.000108758,0.002337933
eco_gcs1_t04646,6.92543E-05,7.37352E-05
eco_gcs1_t10967,6.29169E-05,0.000442306
eco_gcs1_t11514,8.2807E-05,0.000517831
eco_gcs1_t01574,0.000210142,0.000370465
eco_gcs1_t10098,0.002602498,0.001073353
eco_gcs1_t06338,0.000945258,0.001088946
eco_gcs1_t08594,0.000200012,0.000605147
eco_gcs1_t09507,7.20158E-05,0.000564249
eco_gcs1_t01734,8.82428E-05,3.04639E-05
eco_gcs1_t11483,0.002114804,0.005134191
eco_gcs1_t00616,0.000414031,0.000878163
eco_gcs1_t10072,0.00199442,0.002315472
eco_gcs1_t02430,0.00258275,0.01343921
eco_gcs1_t03639,8.13098E-05,0.000157033
eco_gcs1_t11244,7.85468E-05,0.000296982
eco_gcs1_t06002,8.18552E-05,0.000315004
eco_gcs1_t11322,3.91541E-05,8.25247E-05
eco_gcs1_t02317,0.00161189,0.001016724
eco_gcs1_t01470,1.16281E-05,0.000319223
eco_gcs1_t09618,0.000410073,0.000882343
eco_gcs1_t02541,1.1093E-05,9.27546E-05
eco_gcs1_t06107,2.51424E-05,0.00025115
eco_gcs1_t07934,6.93573E-05,0.001129758
eco_gcs1_t04342,0.00042519,0.000142957
eco_gcs1_t05164,0.006510371,0.000841497
eco_gcs1_t08500,2.2525E-05,1.55688E-05
eco_gcs1_t03054,2.87819E-05,6.71393E-05
eco_gcs1_t00338,5.80991E-06,2.1953E-05
eco_gcs1_t04361,0.000108939,0.000371375
eco_gcs1_t06766,0.010622718,0.003790831
eco_gcs1_t06421,9.30145E-06,1.97159E-05
eco_gcs1_t11029,7.02013E-05,0.000581637
eco_gcs1_t03841,3.90165E-05,0.000161252
eco_gcs1_t05004,0.003933379,0.15128853
eco_gcs1_t08365,2.85314E-05,0.000245906
eco_gcs1_t10334,0.000130147,0.001128055
eco_gcs1_t00361,0.000201802,0.000268028
eco_gcs1_t09100,9.63021E-05,8.93211E-05
eco_gcs1_t09449,0.000389192,0.000302693
eco_gcs1_t12317,0.000230567,2.28942E-05
eco_gcs1_t01249,8.88268E-05,0.000416789
eco_gcs1_t11649,0.000409403,0.000403751
eco_gcs1_t08150,1.88199E-05,0.000222904
eco_gcs1_t11275,3.26448E-05,0.000322031
eco_gcs1_t00366,9.20247E-05,0.000117291
eco_gcs1_t02631,0.00031038,0.000645748
eco_gcs1_t04957,0.004421404,0.000554476
eco_gcs1_t11870,0.000129992,0.000199725
eco_gcs1_t00495,4.33345E-05,9.01293E-05
eco_gcs1_t07977,8.26039E-06,0.000199498
eco_gcs1_t00323,9.43401E-06,9.06718E-06
eco_gcs1_t09492,8.41696E-05,0.000617375
eco_gcs1_t09549,0.000475232,0.000311771
eco_gcs1_t06827,1.04117E-05,3.98447E-05
eco_gcs1_t12138,0.001547341,0.00202616
eco_gcs1_t11584,2.89387E-05,0.000322196
eco_gcs1_t10286,0.011004512,0.012990484
eco_gcs1_t10339,9.30095E-05,0.000323746
eco_gcs1_t11455,0.000283697,0.001089809
eco_gcs1_t05962,0.00088107,0.000250496
eco_gcs1_t05684,3.60852E-05,7.3588E-05
eco_gcs1_t01444,8.92447E-06,0.000129567
eco_gcs1_t03385,0.000286308,0.000394393
eco_gcs1_t01231,2.9598E-05,0.0003642
eco_gcs1_t01940,0.007329162,0.017498426
eco_gcs1_t06386,9.71916E-06,2.35898E-05
eco_gcs1_t11594,0.004719193,0.00256048
eco_gcs1_t10470,0.004137554,0.003437265
eco_gcs1_t12430,5.08075E-05,0.000618125
eco_gcs1_t00821,0.000744103,0.000638134
eco_gcs1_t01357,6.27475E-06,1.7116E-05
eco_gcs1_t06496,0.000136934,5.73194E-05
eco_gcs1_t04857,0.001131316,0.000518484
eco_gcs1_t07378,1.36284E-05,4.26488E-05
eco_gcs1_t06983,0.001211415,0.003934437
eco_gcs1_t00205,0.003483497,0.002583835
eco_gcs1_t11167,9.20045E-05,0.000394251
eco_gcs1_t03104,0.002905489,0.000420755
eco_gcs1_t06354,6.87108E-06,6.86802E-05
eco_gcs1_t06835,0.000770884,0.001402198
eco_gcs1_t11603,0.001003509,0.005146283
eco_gcs1_t08604,0.000231395,9.90373E-05
eco_gcs1_t00474,0.00031933,0.000289133
eco_gcs1_t05041,0.001254048,0.002544206
eco_gcs1_t09334,0.000159061,0.000729404
eco_gcs1_t07274,0.004411695,0.002101272
eco_gcs1_t09771,0.002338319,0.002458235
eco_gcs1_t06764,0.000432078,0.000245352
eco_gcs1_t09900,4.53083E-05,0.000705955
eco_gcs1_t04619,0.000141771,0.000165667
eco_gcs1_t07320,5.86129E-05,0.000208152
eco_gcs1_t09739,1.47383E-05,0.000511081
eco_gcs1_t03266,0.000443341,9.76952E-05
eco_gcs1_t11545,0.003970288,0.000608326
eco_gcs1_t02412,0.00013494,0.00021826
eco_gcs1_t07357,0.00048816,0.006865354
eco_gcs1_t04330,0.00035798,0.001031942
eco_gcs1_t10359,4.60571E-05,0.000107759
eco_gcs1_t06236,0.0093173,0.008600082
eco_gcs1_t11371,0.001880021,0.001426102
eco_gcs1_t07189,6.01638E-05,0.000262826
eco_gcs1_t02776,0.008356886,0.005090144
eco_gcs1_t03206,2.95243E-05,4.4025E-05
eco_gcs1_t12502,0.000648801,0.001446895
eco_gcs1_t08521,2.76066E-05,0.000176967
eco_gcs1_t00282,0.015719202,0.003250688
eco_gcs1_t08523,2.30024E-05,0.000552368
eco_gcs1_t12191,0.000547364,0.00228856
eco_gcs1_t02869,0.000847472,0.000873279
eco_gcs1_t02126,5.7473E-05,0.000378862
eco_gcs1_t11714,0.000229369,0.000739581
eco_gcs1_t01842,0.000285737,0.000629906
eco_gcs1_t07714,5.31856E-05,0.000155081
eco_gcs1_t01213,4.85559E-06,0.000254946
eco_gcs1_t04287,0.000291822,0.000579073
eco_gcs1_t04420,1.66515E-05,0.000126792
eco_gcs1_t06917,0.132916774,0.016981936
eco_gcs1_t09857,0.045743668,0.068256318
eco_gcs1_t00418,0.000215289,0.000423682
eco_gcs1_t08901,5.34943E-06,0.000309507
eco_gcs1_t05032,0.009536553,0.010722885
eco_gcs1_t11105,4.28281E-05,0.000242334
eco_gcs1_t12032,0.000192287,0.000532427
eco_gcs1_t11746,0.023528381,0.005031733
eco_gcs1_t04693,0.000324418,0.000674517
eco_gcs1_t09811,8.77895E-05,0.000265233
eco_gcs1_t01387,2.16919E-05,0.000153714
eco_gcs1_t05955,8.52054E-05,0.0002381
eco_gcs1_t00424,0.007855339,0.003690578
eco_gcs1_t11988,3.82898E-05,0.000306467
eco_gcs1_t12313,0.000119032,0.000512109
eco_gcs1_t12039,0.000131079,0.000546314
eco_gcs1_t01704,6.56455E-05,0.000122706
eco_gcs1_t06703,3.454E-05,0.000108122
eco_gcs1_t09889,4.98455E-05,0.000374619
eco_gcs1_t08058,0.000189448,0.000374922
eco_gcs1_t11365,3.24073E-05,0.000574431
eco_gcs1_t11158,9.26356E-05,0.000322696
eco_gcs1_t12307,0.001566774,0.011144556
eco_gcs1_t00447,0.001132052,0.002577171
eco_gcs1_t05529,0.000622182,0.000274927
eco_gcs1_t02651,1.39281E-05,2.49666E-05
eco_gcs1_t04154,0.00103636,0.000251737
eco_gcs1_t10431,0.07406468,0.122243775
eco_gcs1_t05936,6.26699E-05,0.000183794
eco_gcs1_t03009,0.000241259,0.000682881
eco_gcs1_t09139,6.48752E-06,7.39649E-06
eco_gcs1_t08442,0.000313774,0.000393938
eco_gcs1_t00564,4.25624E-05,0.000257994
eco_gcs1_t01137,0.000134307,0.000110623
eco_gcs1_t11906,3.39179E-05,0.000211736
eco_gcs1_t05933,7.70894E-05,0.000153468
eco_gcs1_t10975,8.68378E-06,1.83827E-05
eco_gcs1_t08167,3.01025E-05,0.00076719
eco_gcs1_t05123,4.75067E-05,7.56035E-05
eco_gcs1_t03641,0.000581873,0.001270077
eco_gcs1_t11308,4.62858E-06,2.75285E-05
eco_gcs1_t05452,0.00373509,0.002847225
eco_gcs1_t04662,0.000127175,0.000228067
eco_gcs1_t08268,1.31861E-05,0.000167877
eco_gcs1_t08726,0.124651148,0.094343913
eco_gcs1_t10088,0.000267074,0.000601711
eco_gcs1_t01114,6.95209E-05,0.000224229
eco_gcs1_t10836,0.000370233,0.00156763
eco_gcs1_t08100,0.000563067,0.001319458
eco_gcs1_t03304,0.000403114,0.000745017
eco_gcs1_t01648,0.003353995,0.004787987
eco_gcs1_t07328,0.000156511,0.000264648
eco_gcs1_t11246,4.87943E-05,0.000175298
eco_gcs1_t06690,3.97381E-05,0.000435812
eco_gcs1_t02577,0.000648294,0.000251332
eco_gcs1_t10108,0.0008123,0.001037273
eco_gcs1_t09420,7.33171E-06,9.609E-05
eco_gcs1_t03101,0.000903869,0.000429848
eco_gcs1_t11932,6.27311E-05,0.000896963
eco_gcs1_t08711,0.194421468,0.06405834
eco_gcs1_t03936,1.56312E-05,0.000134994
eco_gcs1_t10559,2.11456E-05,2.65115E-05
eco_gcs1_t09869,0.004884231,0.004566826
eco_gcs1_t03960,7.75402E-06,1.18305E-05
eco_gcs1_t01539,3.9133E-06,1.19878E-05
eco_gcs1_t06931,0.000870838,0.000319191
eco_gcs1_t01653,0.000713972,0.001393421
eco_gcs1_t00355,3.9594E-05,0.000119582
eco_gcs1_t06455,0.000625778,0.000438586
eco_gcs1_t00807,2.51087E-05,2.48159E-05
eco_gcs1_t09213,3.08136E-05,0.00013243
eco_gcs1_t01831,7.48936E-05,5.38126E-05
eco_gcs1_t00908,2.84394E-05,0.000209932
eco_gcs1_t02070,0.000185112,0.000351209
eco_gcs1_t08430,0.003295332,0.007059401
eco_gcs1_t10515,0.005435638,0.002768565
eco_gcs1_t00924,8.83391E-05,0.000243543
eco_gcs1_t10859,2.41753E-05,0.00017601
eco_gcs1_t01930,0.000135853,0.000487971
eco_gcs1_t09436,2.23889E-05,0.000526816
eco_gcs1_t01190,6.06057E-06,0.000128909
eco_gcs1_t03487,5.78924E-06,7.68094E-05
eco_gcs1_t08005,0.000316311,0.000560367
eco_gcs1_t01086,0.010927391,0.003948231
eco_gcs1_t06851,4.44535E-05,0.000143597
eco_gcs1_t04659,0.001572096,0.000500945
eco_gcs1_t00780,5.96657E-06,0.000222328
eco_gcs1_t04206,1.53558E-05,0.000167372
eco_gcs1_t10329,0.000626853,0.00052575
eco_gcs1_t11083,0.000143913,0.000789857
eco_gcs1_t12508,0.001519226,0.006173564
eco_gcs1_t06329,3.93555E-05,0.000130805
eco_gcs1_t06588,0.000188576,0.001232748
eco_gcs1_t08697,0.000751884,0.001252031
eco_gcs1_t07061,4.8712E-05,0.000249845
eco_gcs1_t03954,6.28717E-06,2.11059E-05
eco_gcs1_t03308,0.00010269,0.000215446
eco_gcs1_t05670,1.03551E-05,1.33432E-05
eco_gcs1_t11962,0.002022023,0.001172742
eco_gcs1_t07930,2.15177E-05,0.002375849
eco_gcs1_t12011,0.048305497,0.075206239
eco_gcs1_t04807,0.000209128,1.7302E-05
eco_gcs1_t07223,5.1625E-05,0.000150524
eco_gcs1_t03190,0.010632022,0.016182331
eco_gcs1_t04038,6.72947E-06,5.02E-05
eco_gcs1_t02528,5.56428E-05,0.000371499
eco_gcs1_t09791,0.001146636,0.000976282
eco_gcs1_t04275,0.001363208,0.000568986
eco_gcs1_t11665,0.002326061,0.003203899
eco_gcs1_t04232,6.79068E-05,0.000185298
eco_gcs1_t02549,4.00185E-06,7.8331E-06
eco_gcs1_t03878,1.98834E-05,0.000571438
eco_gcs1_t00933,0.001185571,0.000481443
eco_gcs1_t11685,7.63529E-05,0.003001401
eco_gcs1_t07048,2.55695E-05,0.000133152
eco_gcs1_t04391,0.000438644,0.000301595
eco_gcs1_t07918,0.000413256,0.000299723
eco_gcs1_t09014,0.000111258,0.000163302
eco_gcs1_t06882,0.000114487,0.001413571
eco_gcs1_t02117,0.00020062,0.000661231
eco_gcs1_t05376,1.16274E-05,2.00148E-05
eco_gcs1_t02285,3.58379E-05,9.01186E-05
eco_gcs1_t08926,0.001003854,0.000832432
eco_gcs1_t07663,2.24617E-05,0.000363399
eco_gcs1_t07917,0.000460456,0.000378678
eco_gcs1_t07626,4.1204E-06,1.57919E-05
eco_gcs1_t05909,0.000878308,0.004212704
eco_gcs1_t04146,5.44153E-06,9.01665E-05
eco_gcs1_t07472,2.39228E-05,0.000448083
eco_gcs1_t10562,0.001280791,0.003100981
eco_gcs1_t12008,0.001090138,0.001101991
eco_gcs1_t11993,0.006018106,0.002002759
eco_gcs1_t01915,0.000323247,0.006505845
eco_gcs1_t10356,3.06406E-05,0.000156814
eco_gcs1_t10695,2.16983E-05,0.000405457
eco_gcs1_t07549,0.000436642,0.000500686
eco_gcs1_t08550,3.32107E-05,0.000159614
eco_gcs1_t04724,0.000587106,0.000748564
eco_gcs1_t12239,0.002549234,0.002974565
eco_gcs1_t08954,0.000356886,0.000576216
eco_gcs1_t07185,0.011784509,0.000364374
eco_gcs1_t06315,0.001070465,0.001797396
eco_gcs1_t03271,0.000260618,4.07683E-05
eco_gcs1_t12183,0.000339927,0.00066877
eco_gcs1_t05855,0.001859699,0.002617118
