Sample,90_min_after_cold_stress,90_min_after_oxy_stress
eco_gcs1_t11497,4.0794E-05,0.000603048
eco_gcs1_t01293,0.001552583,0.000735891
eco_gcs1_t09586,0.001341595,0.000739596
eco_gcs1_t03912,0.000473122,0.000223301
eco_gcs1_t01834,0.003167958,0.003365337
eco_gcs1_t02883,0.001682454,0.003748648
eco_gcs1_t01532,1.32634E-05,6.49E-05
eco_gcs1_t08084,0.000763771,0.000709338
eco_gcs1_t11884,0.000501551,0.000877786
eco_gcs1_t00554,9.71461E-06,0.000110994
eco_gcs1_t07456,1.76677E-05,0.000112474
eco_gcs1_t01768,0.004870267,0.006691585
eco_gcs1_t11016,0.000437186,0.000554599
eco_gcs1_t08273,3.95246E-06,1.11293E-05
eco_gcs1_t07103,4.98548E-05,0.000107574
eco_gcs1_t03095,0.006370416,0.001988932
eco_gcs1_t07386,1.72946E-05,0.00027646
eco_gcs1_t05535,0.000167942,0.000349211
eco_gcs1_t10331,0.000116952,0.000537679
eco_gcs1_t02546,0.001968468,0.001527421
eco_gcs1_t11100,2.25924E-05,0.000354566
eco_gcs1_t09307,3.5764E-05,0.000174011
eco_gcs1_t05086,0.002472373,0.00106169
eco_gcs1_t05557,0.000342892,0.000261
eco_gcs1_t00446,0.00021794,0.00119971
eco_gcs1_t05754,0.000953007,0.00215097
eco_gcs1_t09957,0.005611349,0.007317881
eco_gcs1_t00045,4.52638E-05,8.23364E-05
eco_gcs1_t11390,0.000506557,0.000848895
eco_gcs1_t06542,0.00219235,0.004021057
eco_gcs1_t04250,0.000372547,0.000424919
eco_gcs1_t03188,0.001704643,0.002202602
eco_gcs1_t10907,0.008662472,0.000867795
eco_gcs1_t04035,1.0686E-05,8.32748E-05
eco_gcs1_t01770,0.001584917,0.001632001
eco_gcs1_t01710,3.0442E-05,4.34964E-05
eco_gcs1_t02342,0.000453723,0.000530761
eco_gcs1_t00906,0.001713696,0.017483283
eco_gcs1_t03609,3.93508E-05,0.00028131
eco_gcs1_t09906,0.000325085,0.003834302
eco_gcs1_t02915,0.000122946,0.003281769
eco_gcs1_t05321,0.004620061,0.0004605
eco_gcs1_t06187,0.000181629,0.000153295
eco_gcs1_t01290,7.00486E-06,7.96317E-06
eco_gcs1_t11110,0.000194952,0.000276519
eco_gcs1_t11410,0.000149514,0.000460016
eco_gcs1_t06376,3.4714E-05,7.61186E-05
eco_gcs1_t11013,0.002914608,0.003561241
eco_gcs1_t02494,2.56658E-05,0.000153595
eco_gcs1_t04388,0.000267807,0.000706751
eco_gcs1_t07894,0.00058627,0.000970294
eco_gcs1_t07304,0.000113301,0.000804839
eco_gcs1_t06251,0.000706869,0.000843226
eco_gcs1_t01342,1.88871E-05,0.001321566
eco_gcs1_t09384,2.62632E-05,0.000522163
eco_gcs1_t07672,1.14648E-05,0.000100059
eco_gcs1_t00768,0.001771876,0.004091076
eco_gcs1_t05588,6.87562E-06,0.000115569
eco_gcs1_t07784,0.009956948,0.003070898
eco_gcs1_t07808,0.000105426,0.000196813
eco_gcs1_t09468,1.21681E-05,2.16162E-05
eco_gcs1_t00621,0.000143102,6.97472E-05
eco_gcs1_t02878,0.001051806,0.000498486
eco_gcs1_t02750,0.037323698,0.000828201
eco_gcs1_t05366,0.001090763,0.004947201
eco_gcs1_t01400,6.02173E-05,0.000276499
eco_gcs1_t03482,2.28324E-05,0.000116332
eco_gcs1_t04430,0.000420494,0.000486773
eco_gcs1_t03161,0.001382435,0.000681466
eco_gcs1_t09723,0.00025322,0.000519613
eco_gcs1_t12235,9.55348E-05,0.00051036
eco_gcs1_t01080,3.61148E-05,0.000226592
eco_gcs1_t02243,0.026195446,0.024974574
eco_gcs1_t08406,0.001475153,0.003646398
eco_gcs1_t06474,4.74879E-05,0.000258978
eco_gcs1_t03871,5.26327E-05,0.00044645
eco_gcs1_t05328,0.00125438,0.00061245
eco_gcs1_t08205,0.003050361,0.000951506
eco_gcs1_t10919,1.67305E-05,0.000141531
eco_gcs1_t01939,0.001289666,0.003894058
eco_gcs1_t07104,4.58508E-06,1.78076E-05
eco_gcs1_t06370,7.16374E-05,0.000589
eco_gcs1_t11328,0.00200855,0.002030745
eco_gcs1_t11557,0.001934886,0.001294673
eco_gcs1_t08105,6.56923E-06,4.51335E-05
eco_gcs1_t06521,0.00090383,0.000519766
eco_gcs1_t10875,0.002942671,0.001958784
eco_gcs1_t08461,0.034350887,0.013106241
eco_gcs1_t04508,0.00072696,0.001148708
eco_gcs1_t02825,0.000285839,0.000346782
eco_gcs1_t00530,2.40872E-05,0.000156041
eco_gcs1_t01041,0.001438495,0.001576749
eco_gcs1_t12230,0.000300657,0.004311667
eco_gcs1_t04159,2.57972E-05,9.45173E-05
eco_gcs1_t01511,4.43574E-05,0.000190889
eco_gcs1_t02189,0.000100664,0.000934888
eco_gcs1_t05880,9.33531E-05,7.20689E-05
eco_gcs1_t10151,0.000196987,0.000608742
eco_gcs1_t00524,0.000136822,0.000349101
eco_gcs1_t07529,0.000217545,0.000402326
eco_gcs1_t02428,0.000533875,0.000266099
eco_gcs1_t05064,7.40823E-06,8.41502E-06
eco_gcs1_t00051,0.000909101,0.001756509
eco_gcs1_t00577,4.03468E-06,7.95893E-06
eco_gcs1_t05370,0.000314226,0.001210955
eco_gcs1_t12029,3.72818E-05,0.00026259
eco_gcs1_t11942,0.000290331,0.000538791
eco_gcs1_t01903,2.11202E-05,3.21541E-05
eco_gcs1_t05265,0.000246768,0.000390918
eco_gcs1_t07179,0.000301747,0.000355692
eco_gcs1_t11022,0.000383798,0.000838673
eco_gcs1_t11069,0.00550711,0.008922479
eco_gcs1_t02999,0.000446837,0.001025444
eco_gcs1_t07262,0.000571149,0.000398198
eco_gcs1_t05396,0.001337453,0.000662761
eco_gcs1_t08592,0.001110635,0.000869794
eco_gcs1_t07752,0.002846678,0.004594914
eco_gcs1_t00015,0.000139424,0.000196837
eco_gcs1_t11668,3.30402E-05,0.000333727
eco_gcs1_t07741,1.78591E-05,0.000120389
eco_gcs1_t04347,0.000545733,0.000689224
eco_gcs1_t01417,5.931E-05,0.00026844
eco_gcs1_t01188,7.59357E-05,0.000398899
eco_gcs1_t02742,0.006303258,0.00050058
eco_gcs1_t00686,1.38497E-05,0.000288572
eco_gcs1_t01756,4.86685E-05,0.000151164
eco_gcs1_t08099,8.32083E-06,3.52627E-05
eco_gcs1_t08400,4.42397E-06,1.40809E-05
eco_gcs1_t00277,0.000839949,0.001259915
eco_gcs1_t10044,6.9088E-06,1.29964E-05
eco_gcs1_t02536,7.35022E-06,4.03364E-05
eco_gcs1_t06841,0.000170358,0.000213981
eco_gcs1_t05019,0.001447304,0.000966074
eco_gcs1_t12520,4.46712E-05,1.12747E-05
eco_gcs1_t04369,0.000718936,0.000210626
eco_gcs1_t05111,0.000490491,0.000132343
eco_gcs1_t07408,0.006041983,0.00696601
eco_gcs1_t06485,0.000452965,0.001712944
eco_gcs1_t09595,0.003577712,0.001173987
eco_gcs1_t09896,0.000182133,0.001918254
eco_gcs1_t04187,8.45627E-05,0.000250865
eco_gcs1_t10255,1.39727E-05,0.0001671
eco_gcs1_t03847,0.00022513,0.000272167
eco_gcs1_t09757,0.000642491,0.001082548
eco_gcs1_t07293,0.014168462,0.007787876
eco_gcs1_t07989,0.000664938,0.000772052
eco_gcs1_t06507,1.87674E-05,0.000191651
eco_gcs1_t06037,0.000304279,0.000658529
eco_gcs1_t05224,0.000258009,0.000463619
eco_gcs1_t08686,0.000853344,0.000647749
eco_gcs1_t06161,0.000279009,0.001279571
eco_gcs1_t11127,0.000298708,0.000421895
eco_gcs1_t03438,0.002505185,0.000651279
eco_gcs1_t12384,0.730624096,0.678316647
eco_gcs1_t00899,0.034377508,0.003420389
eco_gcs1_t10486,2.34923E-05,0.000413274
eco_gcs1_t05772,0.000325391,0.003553774
eco_gcs1_t01422,0.000304685,0.000421324
eco_gcs1_t03292,9.47914E-05,0.000118304
eco_gcs1_t00878,0.000196265,0.000133073
eco_gcs1_t11015,0.00035605,0.00021655
eco_gcs1_t01548,3.71623E-05,0.000194283
eco_gcs1_t02946,5.98754E-06,1.01051E-05
eco_gcs1_t07830,0.016648434,0.008915635
eco_gcs1_t06700,0.000166814,0.000164379
eco_gcs1_t04318,2.38531E-05,2.1547E-05
eco_gcs1_t09878,1.98033E-05,0.00032366
eco_gcs1_t08835,0.003978798,0.001894856
eco_gcs1_t08008,0.000683089,0.001328744
eco_gcs1_t08721,0.059589136,0.0457849
eco_gcs1_t04754,6.72594E-05,8.07452E-05
eco_gcs1_t05552,1.79818E-05,9.58693E-05
eco_gcs1_t09853,0.001558413,0.007637176
eco_gcs1_t10411,0.013572143,0.011030758
eco_gcs1_t10951,2.10869E-05,5.00629E-05
eco_gcs1_t02359,2.41201E-05,0.000123411
eco_gcs1_t02005,0.000113391,0.001022502
eco_gcs1_t08608,0.000113121,0.000292796
eco_gcs1_t04123,2.61187E-05,7.80501E-05
eco_gcs1_t03943,1.05093E-05,0.000120844
eco_gcs1_t03631,0.000153449,0.000150047
eco_gcs1_t11987,0.000360867,0.000578931
eco_gcs1_t02114,0.000224357,0.001304816
eco_gcs1_t09235,0.000113918,0.000540799
eco_gcs1_t02435,0.000138785,3.81053E-05
eco_gcs1_t12338,0.000190653,0.000301157
eco_gcs1_t02863,0.000538333,0.000748293
eco_gcs1_t10608,0.000957161,0.001249183
eco_gcs1_t01884,4.83591E-05,5.97846E-05
eco_gcs1_t03930,5.572E-05,0.000814983
eco_gcs1_t09324,0.004905301,0.001133983
eco_gcs1_t08316,1.88422E-05,0.000381627
eco_gcs1_t11835,0.005768665,0.017479724
eco_gcs1_t06457,1.81384E-05,4.10363E-05
eco_gcs1_t05116,0.00054227,0.000198164
eco_gcs1_t07192,0.000120835,0.000595512
eco_gcs1_t10322,0.012852595,0.006642164
eco_gcs1_t04327,0.01044482,0.003868333
eco_gcs1_t09495,0.000130654,0.000589313
eco_gcs1_t01717,1.55633E-05,0.000338872
eco_gcs1_t00574,4.65633E-05,0.000696368
eco_gcs1_t00488,6.02037E-05,0.001088009
eco_gcs1_t09794,0.001333852,0.000786648
eco_gcs1_t07940,5.81352E-05,0.000623035
eco_gcs1_t03526,3.06969E-05,0.000366929
eco_gcs1_t07090,5.69438E-05,0.000855131
eco_gcs1_t03825,7.06096E-05,6.84582E-05
eco_gcs1_t04095,0.000804822,0.000578846
eco_gcs1_t11187,8.29411E-05,0.000498886
eco_gcs1_t04898,1.36324E-05,6.20335E-05
eco_gcs1_t10785,0.000108947,0.000295294
eco_gcs1_t11801,5.46907E-05,0.00021079
eco_gcs1_t11133,3.93126E-05,0.000521305
eco_gcs1_t10501,1.91246E-05,3.95273E-05
eco_gcs1_t12215,0.000314029,0.000888046
eco_gcs1_t07127,3.90466E-06,1.01224E-05
eco_gcs1_t11799,7.19322E-05,0.00075545
eco_gcs1_t02150,7.07683E-06,0.000160429
eco_gcs1_t09401,6.74722E-05,0.000273975
eco_gcs1_t01329,0.035846001,0.056063787
eco_gcs1_t11272,2.94598E-05,0.000310045
eco_gcs1_t01391,5.32142E-05,0.000163981
eco_gcs1_t01882,0.00050019,0.000696826
eco_gcs1_t10666,8.50737E-05,0.000462557
eco_gcs1_t05215,4.92221E-05,0.000174537
eco_gcs1_t07824,0.001522023,0.002796407
eco_gcs1_t04244,0.000123794,0.000602595
eco_gcs1_t00152,0.000194433,0.000471587
eco_gcs1_t10032,1.37113E-05,0.000268776
eco_gcs1_t10632,0.000120015,0.004619056
eco_gcs1_t09257,0.002509542,0.001348394
eco_gcs1_t02518,1.66642E-05,7.42563E-05
eco_gcs1_t06972,0.003562889,0.001565208
eco_gcs1_t03536,2.88112E-05,0.000104629
eco_gcs1_t08775,2.64381E-05,0.000100521
eco_gcs1_t10209,0.000117238,0.000389606
eco_gcs1_t11185,5.61649E-05,0.000117374
eco_gcs1_t02846,1.17929E-05,2.85515E-05
eco_gcs1_t03976,7.28592E-06,2.6225E-05
eco_gcs1_t03134,8.79579E-05,0.000108927
eco_gcs1_t09946,0.000183145,3.08514E-05
eco_gcs1_t07076,0.000170244,0.00017568
eco_gcs1_t05120,0.001436456,0.000569324
eco_gcs1_t11918,0.000228664,0.000815601
eco_gcs1_t09094,0.002125624,0.005108024
eco_gcs1_t09599,0.000100386,0.000831774
eco_gcs1_t06536,0.003943212,0.019576638
eco_gcs1_t09168,0.002213106,0.000854604
eco_gcs1_t00480,0.000623165,0.001035944
eco_gcs1_t08473,0.000526072,0.000439001
eco_gcs1_t11782,9.69436E-05,0.000470462
eco_gcs1_t04008,5.15852E-05,0.000318327
eco_gcs1_t07643,3.45453E-05,1.18995E-05
eco_gcs1_t12016,0.20812441,0.141270743
eco_gcs1_t05860,2.7875E-05,0.000227798
eco_gcs1_t01195,0.006854866,0.006037573
eco_gcs1_t01206,1.25448E-05,6.87676E-05
eco_gcs1_t11145,0.000149038,0.000347827
eco_gcs1_t01273,1.01234E-05,0.000107924
eco_gcs1_t06787,0.000103153,0.000296941
eco_gcs1_t12253,0.002433866,0.002849122
eco_gcs1_t01604,7.61592E-06,1.96749E-05
eco_gcs1_t03418,0.000717694,0.000724836
eco_gcs1_t02857,0.002000511,0.003420306
eco_gcs1_t07325,2.08998E-05,0.000167167
eco_gcs1_t04175,4.60063E-05,0.000239346
eco_gcs1_t03135,7.89853E-06,8.29745E-05
eco_gcs1_t09613,1.69096E-05,0.000435526
eco_gcs1_t06571,0.000140037,0.000153731
eco_gcs1_t02299,0.000422064,0.000699005
eco_gcs1_t03090,4.82333E-05,7.80406E-05
eco_gcs1_t03718,0.00029673,0.000372338
eco_gcs1_t06623,6.6677E-05,0.000246622
eco_gcs1_t09786,2.18682E-05,0.000319543
eco_gcs1_t05984,3.11336E-05,0.000100539
eco_gcs1_t00195,0.000627454,0.000321037
eco_gcs1_t05591,2.24263E-05,1.7171E-05
eco_gcs1_t06152,4.40016E-05,8.91742E-06
eco_gcs1_t05133,1.57236E-05,9.78893E-05
eco_gcs1_t04789,7.8863E-05,0.000134191
eco_gcs1_t07116,8.38379E-06,3.67462E-05
eco_gcs1_t03571,6.776E-05,0.000141331
eco_gcs1_t01885,0.004375878,0.000529479
eco_gcs1_t08368,0.000399403,0.000145928
eco_gcs1_t02709,0.002217507,0.000866047
eco_gcs1_t09626,0.001039836,0.000930398
eco_gcs1_t00376,0.0003616,0.000462094
eco_gcs1_t11505,0.000174878,0.000598296
eco_gcs1_t05419,0.02836703,0.002955454
eco_gcs1_t10594,1.5101E-05,6.38562E-05
eco_gcs1_t10884,0.000258313,0.000364378
eco_gcs1_t06275,2.50662E-05,8.08424E-05
eco_gcs1_t00792,3.17917E-05,0.000267063
eco_gcs1_t01407,2.92837E-05,0.000383596
eco_gcs1_t12285,4.07006E-05,7.12735E-05
eco_gcs1_t00971,0.009238817,0.005146342
eco_gcs1_t07020,0.000950847,0.000319993
eco_gcs1_t12352,0.948915475,0.951922664
eco_gcs1_t05956,2.67868E-05,0.000379576
eco_gcs1_t11699,0.00016423,0.00114489
eco_gcs1_t11650,0.011543826,0.018967398
eco_gcs1_t11728,9.37848E-05,0.000284398
eco_gcs1_t09943,0.000153544,0.01518063
eco_gcs1_t00182,4.45897E-05,0.000175546
eco_gcs1_t06477,0.000231987,0.001948665
eco_gcs1_t07036,0.000515302,0.000462325
eco_gcs1_t06864,2.80167E-05,0.000105822
eco_gcs1_t12494,0.001263467,0.001410761
eco_gcs1_t10182,1.04127E-05,0.000146484
eco_gcs1_t08236,7.48392E-06,3.32752E-05
eco_gcs1_t06676,0.001808764,0.001667694
eco_gcs1_t03773,2.46903E-05,0.000166294
eco_gcs1_t11009,1.71851E-05,0.000107456
eco_gcs1_t05513,0.000102671,8.69132E-05
eco_gcs1_t01782,2.04733E-05,3.57908E-05
eco_gcs1_t08878,7.84212E-06,2.96096E-05
eco_gcs1_t12065,3.43173E-05,0.000341442
eco_gcs1_t04185,6.06341E-05,0.000103836
eco_gcs1_t05012,0.00042666,0.001569665
eco_gcs1_t04157,0.000687843,0.000967039
eco_gcs1_t10385,0.000167375,0.003434468
eco_gcs1_t01907,5.57467E-05,4.30879E-05
eco_gcs1_t11626,0.001111127,0.000691778
eco_gcs1_t09276,6.69975E-05,0.000353162
eco_gcs1_t00236,0.0007988,0.002302371
eco_gcs1_t12455,0.000311166,0.00050192
eco_gcs1_t08817,0.061658651,0.070961575
eco_gcs1_t01130,0.000114341,0.000647985
eco_gcs1_t00966,2.12177E-05,1.94851E-05
eco_gcs1_t08921,0.000974554,0.002944831
eco_gcs1_t10311,0.002161784,0.001742176
eco_gcs1_t01233,0.000116011,0.000237241
eco_gcs1_t07890,0.000107064,0.000299328
eco_gcs1_t02569,0.000761495,0.001315995
eco_gcs1_t07341,2.06588E-05,4.04723E-05
eco_gcs1_t07949,0.000351899,0.000627968
eco_gcs1_t05995,7.68073E-06,0.000140258
eco_gcs1_t11830,0.007164125,0.028989212
eco_gcs1_t12041,3.22422E-05,0.000480608
eco_gcs1_t00072,0.000226606,0.000471191
eco_gcs1_t07724,1.7987E-05,0.00026505
eco_gcs1_t04657,4.54227E-05,0.000109758
eco_gcs1_t02508,0.000154888,1.42874E-05
eco_gcs1_t00349,0.00023738,0.000744896
eco_gcs1_t08557,4.32681E-05,0.000137698
eco_gcs1_t11316,0.000132502,0.000305449
eco_gcs1_t03028,0.000508593,0.000692291
eco_gcs1_t00090,2.6611E-05,3.89919E-05
eco_gcs1_t05667,0.000330411,5.54949E-05
eco_gcs1_t11457,1.99825E-05,0.000231156
eco_gcs1_t10630,2.02417E-05,0.00012005
eco_gcs1_t03588,0.000214651,0.000584009
eco_gcs1_t00294,0.000385447,0.003465777
eco_gcs1_t09047,0.000133101,0.000174848
eco_gcs1_t10856,0.00092311,0.0013172
eco_gcs1_t05885,0.000133049,0.00023532
eco_gcs1_t09032,0.000714014,0.003523689
eco_gcs1_t06992,7.87997E-05,0.000102487
eco_gcs1_t07162,1.19673E-05,5.26336E-05
eco_gcs1_t07361,0.001508961,0.025381345
eco_gcs1_t04885,8.49016E-05,0.000143584
eco_gcs1_t02120,2.39972E-05,0.000822066
eco_gcs1_t07680,3.09602E-05,3.90063E-05
eco_gcs1_t05179,0.011147901,0.002542519
eco_gcs1_t10917,4.79592E-05,0.000197777
eco_gcs1_t05622,2.13213E-05,8.63296E-05
eco_gcs1_t10475,0.000183632,0.000617344
eco_gcs1_t08890,0.000103335,0.000419999
eco_gcs1_t10945,2.59494E-05,2.87201E-05
eco_gcs1_t08848,0.0016593,0.001307437
eco_gcs1_t06463,7.68077E-05,0.000228673
eco_gcs1_t12282,4.04678E-05,0.000392434
eco_gcs1_t11431,0.002258129,0.000674036
eco_gcs1_t00596,0.000172554,0.00020411
eco_gcs1_t12059,0.001843831,0.002384912
eco_gcs1_t10553,0.000505416,0.001487446
eco_gcs1_t00714,9.88018E-06,0.000439217
eco_gcs1_t08803,1.88244E-05,0.000115761
eco_gcs1_t07427,6.25246E-05,9.05921E-05
eco_gcs1_t04333,0.0012439,0.000596908
eco_gcs1_t06629,0.005532907,0.00237329
eco_gcs1_t01670,0.000609231,0.000438193
eco_gcs1_t03697,0.001729941,0.001367877
eco_gcs1_t06350,2.06902E-05,0.000195745
eco_gcs1_t06728,0.001933229,0.035725077
eco_gcs1_t01685,0.000743269,0.000377534
eco_gcs1_t10585,0.00218865,0.003980713
eco_gcs1_t07850,2.79999E-05,0.000272021
eco_gcs1_t09224,0.00011978,0.000507423
eco_gcs1_t01124,4.60424E-05,0.000158716
eco_gcs1_t07839,0.000428308,0.000536781
eco_gcs1_t04583,0.000640317,0.001106895
eco_gcs1_t11744,0.000142497,0.000509323
eco_gcs1_t06394,6.22889E-06,1.42162E-05
eco_gcs1_t04338,3.72361E-05,0.000154767
eco_gcs1_t02726,0.003283196,0.000795409
eco_gcs1_t05262,0.000299518,0.000271378
eco_gcs1_t12416,0.125894866,0.1425893
eco_gcs1_t00437,0.001916956,0.001404337
eco_gcs1_t08882,1.06385E-05,0.000317535
eco_gcs1_t04618,0.004467574,0.002807547
eco_gcs1_t06020,0.023947788,0.00821443
eco_gcs1_t01047,5.92267E-05,3.10339E-05
eco_gcs1_t08907,0.00231272,0.004435521
eco_gcs1_t11697,0.001387259,0.000573557
eco_gcs1_t05163,2.32873E-05,2.86116E-05
eco_gcs1_t07486,0.000539405,0.000510075
eco_gcs1_t12038,3.26135E-05,0.000585559
eco_gcs1_t11524,3.02006E-05,0.000524569
eco_gcs1_t01559,0.002636549,0.003164025
eco_gcs1_t10834,0.000936739,0.031396681
eco_gcs1_t05484,0.006040595,0.005197901
eco_gcs1_t02188,0.000492214,0.000613005
eco_gcs1_t00372,0.000170146,0.000349905
eco_gcs1_t08378,0.037468227,0.006068414
eco_gcs1_t07232,9.85106E-05,0.000142616
eco_gcs1_t07266,8.7544E-05,0.000708683
eco_gcs1_t05662,7.52363E-05,0.000315261
eco_gcs1_t01045,4.92744E-05,0.00045056
eco_gcs1_t11581,0.000432793,0.00051627
eco_gcs1_t03295,0.002203681,0.0002844
eco_gcs1_t04700,5.70712E-05,8.34874E-05
eco_gcs1_t10928,6.86056E-05,0.000324864
eco_gcs1_t08011,0.00117001,0.001965865
eco_gcs1_t05738,1.41852E-05,0.000135893
eco_gcs1_t06503,3.43809E-05,0.000185404
eco_gcs1_t08531,1.55855E-05,0.000127469
eco_gcs1_t10349,3.91991E-05,0.000212729
eco_gcs1_t07993,9.73692E-05,0.00032895
eco_gcs1_t11540,3.91832E-06,5.95073E-06
eco_gcs1_t00092,9.94707E-06,1.6013E-05
eco_gcs1_t12286,1.37183E-05,0.000139929
eco_gcs1_t05799,3.03629E-05,0.000292226
eco_gcs1_t10081,0.002274678,0.001409902
eco_gcs1_t08203,8.36192E-05,0.000776186
eco_gcs1_t11880,1.25916E-05,6.71158E-05
eco_gcs1_t12434,0.0062532,0.011601754
eco_gcs1_t04450,0.000347177,0.000154558
eco_gcs1_t01893,4.72284E-05,0.000152089
eco_gcs1_t09131,0.000412951,0.000947933
eco_gcs1_t02587,1.04644E-05,5.61805E-05
eco_gcs1_t11183,8.53285E-05,0.000328593
eco_gcs1_t10923,7.09301E-05,0.000465374
eco_gcs1_t02991,7.23191E-05,0.000332891
eco_gcs1_t00965,0.000345206,0.004450572
eco_gcs1_t00189,0.000632656,0.002478128
eco_gcs1_t02340,0.003394979,0.002565469
eco_gcs1_t05734,0.000327117,0.000124207
eco_gcs1_t08724,0.122993464,0.071706259
eco_gcs1_t06006,6.01206E-06,7.29792E-05
eco_gcs1_t10299,0.000375897,0.00158653
eco_gcs1_t06591,0.00014927,0.000443434
eco_gcs1_t04869,0.000602935,0.001955382
eco_gcs1_t10824,0.005044404,0.01622006
eco_gcs1_t12395,0.844734219,0.733461565
eco_gcs1_t03091,0.00014007,0.000611867
eco_gcs1_t01115,0.001048897,0.000848324
eco_gcs1_t03018,9.4203E-06,1.12927E-05
eco_gcs1_t10509,0.001145336,0.000881703
eco_gcs1_t08089,0.023858514,0.010493515
eco_gcs1_t02287,0.001176174,0.000927367
eco_gcs1_t03037,0.000121134,0.000162123
eco_gcs1_t08296,8.7202E-06,0.000167646
eco_gcs1_t02564,6.63544E-06,0.000203303
eco_gcs1_t06901,0.000176299,0.000463867
eco_gcs1_t07017,0.000834388,0.001180968
eco_gcs1_t02090,0.000230449,0.000364229
eco_gcs1_t10789,0.000177251,0.000867812
eco_gcs1_t12161,0.0005814,0.000502526
eco_gcs1_t12027,3.92937E-05,0.000473696
eco_gcs1_t03752,0.000322108,0.000389833
eco_gcs1_t04972,0.000427387,0.000174897
eco_gcs1_t05771,7.75862E-06,4.90157E-05
eco_gcs1_t09174,2.19326E-05,0.000561153
eco_gcs1_t10387,9.06941E-05,0.001006661
eco_gcs1_t03411,7.11582E-05,0.000125319
eco_gcs1_t04492,0.000158384,0.000209916
eco_gcs1_t06668,7.21053E-05,0.000342404
eco_gcs1_t04297,0.000204818,0.000377221
eco_gcs1_t09358,2.37039E-05,0.000145411
eco_gcs1_t07356,2.67921E-05,0.000133538
eco_gcs1_t09780,1.28062E-05,0.000395518
eco_gcs1_t12331,0.976008463,1
eco_gcs1_t09732,0.001696132,0.001102473
eco_gcs1_t07615,3.81767E-06,7.28573E-06
eco_gcs1_t02682,0.000249371,0.000160586
eco_gcs1_t06258,0.000187592,0.000293006
eco_gcs1_t08821,0.0142596,0.005175534
eco_gcs1_t09167,0.00125568,0.001580703
eco_gcs1_t04780,0.00016636,0.000510352
eco_gcs1_t11177,0.000185055,0.000357092
eco_gcs1_t08119,3.98499E-06,7.33639E-06
eco_gcs1_t08652,1.81421E-05,2.4326E-05
eco_gcs1_t01063,0.000138113,0.000184907
eco_gcs1_t05158,0.000263327,0.000298245
eco_gcs1_t00819,0.000140766,0.000241205
eco_gcs1_t09971,0.000302787,0.000480145
eco_gcs1_t03788,1.49972E-05,2.53485E-05
eco_gcs1_t09438,2.35526E-05,0.000513743
eco_gcs1_t09579,0.001489461,0.000734058
eco_gcs1_t03363,3.16864E-05,0.000112572
eco_gcs1_t12325,0.771757641,0.724923988
eco_gcs1_t08528,0.000727021,0.000113957
eco_gcs1_t02155,0.000129663,0.000668627
eco_gcs1_t00384,0.002118731,0.0007533
eco_gcs1_t05544,8.36763E-05,0.000107384
eco_gcs1_t11031,0.001158738,0.00190847
eco_gcs1_t01118,0.001271555,0.002843054
eco_gcs1_t03625,1.42306E-05,0.000308994
eco_gcs1_t07963,0.000229968,0.000429852
eco_gcs1_t05069,0.000108995,0.000152054
eco_gcs1_t04706,0.004498856,0.0075278
eco_gcs1_t02934,2.85761E-05,0.000516826
eco_gcs1_t01580,0.001588168,0.002900102
eco_gcs1_t00059,0.00128608,0.002280735
eco_gcs1_t04442,0.000388347,0.000934969
eco_gcs1_t11974,0.000285706,0.00065943
eco_gcs1_t06990,5.81387E-05,0.000330132
eco_gcs1_t09553,0.000277558,0.000333075
eco_gcs1_t10652,0.001409063,0.0005898
eco_gcs1_t05332,3.89613E-05,6.81162E-05
eco_gcs1_t06816,0.002305671,0.002660281
eco_gcs1_t02025,0.000557996,0.000709682
eco_gcs1_t08672,0.001128514,0.000939361
eco_gcs1_t05477,0.015644024,0.011276079
eco_gcs1_t02382,4.24866E-05,0.000142389
eco_gcs1_t10739,0.000775036,0.007033792
eco_gcs1_t08299,5.90259E-05,0.000255517
eco_gcs1_t04683,0.000402953,0.000493252
eco_gcs1_t00887,7.23331E-05,0.00027934
eco_gcs1_t03453,9.81242E-05,0.000189206
eco_gcs1_t00662,2.51132E-05,6.22375E-05
eco_gcs1_t10685,4.00904E-05,0.000414376
eco_gcs1_t03808,0.002583072,0.001722348
eco_gcs1_t03282,0.000126966,0.000254095
eco_gcs1_t01975,0.000994975,0.000669911
eco_gcs1_t00142,5.67446E-05,0.000665259
eco_gcs1_t04882,1.2674E-05,5.42277E-05
eco_gcs1_t05190,0.001350431,0.000826122
eco_gcs1_t10030,0.000948024,0.000700715
eco_gcs1_t03079,0.000296012,0.000349067
eco_gcs1_t00064,0.000567043,0.012526678
eco_gcs1_t05217,0.000528929,0.001255519
eco_gcs1_t00937,6.56074E-05,0.000163883
eco_gcs1_t04218,0.00019897,0.000187786
eco_gcs1_t05357,0.000492098,0.000337786
eco_gcs1_t04130,1.59084E-05,3.96388E-05
eco_gcs1_t02002,3.41449E-05,0.00014107
eco_gcs1_t11213,1.27818E-05,0.000167534
eco_gcs1_t07757,0.029722626,0.018943797
eco_gcs1_t08211,2.00577E-05,0.000160656
eco_gcs1_t12292,0.922869596,0.88117322
eco_gcs1_t09072,0.000214305,0.000944001
eco_gcs1_t11785,0.000707734,0.001730173
eco_gcs1_t11061,6.12562E-06,9.99892E-06
eco_gcs1_t01052,1.84474E-05,0.000186172
