Sample,BPD16,TRP16
CTL0355,0.01849759,0.011310363
CTL0356,0.014198818,0.017957739
CTL0357,0.02597484,0.026982894
CTL0358,0.021762561,0.023174092
CTL0359,0.064770509,0.063049615
CTL0360,0.020887471,0.009535467
CTL0361,0.005671678,0.003348128
CTL0362,0.013640503,0.013882284
CTL0363,0.0284802,0.02619238
CTL0364,0.035400122,0.0350192
CTL0366,0.311717945,0.194132709
CTL0367,0.178630307,0.149944028
CTL0368,0.373052126,0.277376369
CTL0369,0.127048217,0.082229944
CTL0370,0.3244313,0.251614137
CTL0371,0.061319074,0.034495511
CTL0372,0.173040283,0.106997104
CTL0373,0.108006988,0.047153939
CTL0374,0.003630033,0.001285923
CTL0375,0.000731468,0.000316636
CTL0376,0.064298142,0.048762044
CTL0377,0.107487237,0.074015521
CTL0378,0.03513949,0.026474788
CTL0379,0.111204172,0.093842937
CTL0380,0.288370743,0.194861248
CTL0381,0.192858418,0.145961111
CTL0382,0.018384896,0.0133082
CTL0383,0.060494882,0.035921299
CTL0384,0.028839338,0.021317473
CTL0385,0.079031558,0.04440196
CTL0386,0.013782326,0.007262999
CTL0387,0.00344638,0.001487629
CTL0388,0.018650423,0.015727977
CTL0389,0.049142622,0.050956583
CTL0390,0.055941859,0.049850395
CTL0391,0.087295008,0.098876081
CTL0392,0.030687086,0.031232186
CTL0393,0.046775605,0.035388952
CTL0394,0.028863286,0.022487091
CTL0395,0.030116636,0.038879303
CTL0396,0.03826393,0.042794216
CTL0397,0.678017755,0.077766463
CTL0398,0.148202109,0.017745093
CTL0399,0.787935856,0.10160985
CTL0400,0.128828694,0.091777412
CTL0401,0.055896907,0.035445834
CTL0402,0.266967674,0.260861329
CTL0403,0.09049404,0.090541817
CTL0404,0.011619931,0.010364953
CTL0405,0.051903939,0.062598613
CTL0406,0.1624125,0.214103515
CTL0407,0.02044894,0.014282445
CTL0408,0.087181158,0.062329409
CTL0409,0.002066136,0.001296676
CTL0411,0.002117444,0.001084349
CTL0413,0.002091439,0.000907996
CTL0414,0.000452556,0.000287827
CTL0415,0.000995318,0.000555711
CTL0417,0.002268125,0.001565095
CTL0418,0.000133001,6.54611E-05
CTL0419,0.052994924,0.040114909
CTL0419A,0.013720587,0.00896224
CTL0420,0.024252104,0.029609205
CTL0421,0.015399445,0.018543727
CTL0422,0.02474811,0.276451529
CTL0425,0.022427854,0.007633786
CTL0426,0.001651308,0.000868791
CTL0426A,0.00049417,0.00029903
CTL0427,0.046069704,0.029299132
CTL0428,0.003099698,0.002333109
CTL0429,0.020502355,0.012533349
CTL0430,0.008945182,0.006521944
CTL0431,0.034186201,0.029439639
CTL0432,0.158433006,0.179032598
CTL0433,0.013031965,0.005199546
CTL0434,0.089953324,0.096236472
CTL0435,0.030054625,0.017180906
CTL0436,0.009506572,0.004284176
CTL0437,0.200893989,0.20047757
CTL0438,0.09488875,0.090062992
CTL0439,0.035575928,0.02521894
CTL0440,0.220883015,0.197788844
CTL0441,0.211684087,0.170058002
CTL0442,0.326588541,0.245020652
CTL0443,0.057157253,0.048993029
CTL0444,0.019965913,0.014864495
CTL0445,0.0362036,0.030716658
CTL0446,0.239643102,0.2681821
CTL0447,0.041902482,0.0231586
CTL0448,0.003059326,0.000789263
CTL0449,0.041284536,0.028467635
CTL0450,0.090071551,0.068483695
CTL0451,0.036929018,0.035321772
CTL0452,0.018147177,0.017851991
CTL0453,0.026828259,0.016674412
CTL0454,0.014596007,0.009042516
CTL0455,0.035429961,0.036587616
CTL0456,0.058133029,0.069010999
CTL0457,0.04617952,0.032922219
CTL0458,0.013965832,0.016549557
CTL0459,0.03821619,0.026828283
CTL0460,0.092787089,0.0449789
CTL0461,0.201317792,0.262144332
CTL0462,0.082921529,0.072534008
CTL0463,0.020761697,0.017276636
CTL0464,0.013290899,0.00798891
CTL0465,0.04675214,0.037448052
CTL0466,0.056469579,0.039360934
CTL0467,0.225215696,0.160840951
CTL0468,0.084853872,0.074986642
CTL0469,0.039409936,0.030507846
CTL0470,0.055634197,0.02027759
CTL0471,0.004693683,0.002034459
CTL0472,0.00723497,0.005214333
CTL0473,0.135770393,0.163471143
CTL0474,0.005495104,0.00334642
CTL0475,0.02321117,0.014022028
CTL0476,0.203574761,0.137805943
CTL0477,0.007853709,0.005215256
CTL0477A,0.039205727,0.029723172
CTL0478,0.016165292,0.010597669
CTL0479,0.008236646,0.006894166
CTL0480,0.017459844,0.022390844
CTL0481,0.018556757,0.00920785
CTL0482,0.025311058,0.023578245
CTL0483,0.029539231,0.03543274
CTL0484,0.039009062,0.053361365
CTL0485,0.010916219,0.021594549
CTL0486,0.070734622,0.058992491
CTL0487,0.018923857,0.012378817
CTL0488,0.133767013,0.092092106
CTL0489,0.101965226,0.088165563
CTL0490,0.048981193,0.039638315
CTL0491,0.117107402,0.11430524
CTL0492,0.011030136,0.00990956
CTL0493,0.51039386,0.490980287
CTL0494,0.093849858,0.063894264
CTL0495,0.147896081,0.108358589
CTL0496,0.016007877,0.013056738
CTL0497,0.035180772,0.031323362
CTL0498,0.025829945,0.021433107
CTL0499,0.04203555,0.039463101
CTL0500,0.153098689,0.081596699
CTL0500A,0.021574524,0.009196795
CTL0501,0.07333942,0.068106047
CTL0503,0.443329598,0.584388349
CTL0504,0.03590101,0.030242925
CTL0505,0.203005056,0.217185341
CTL0506,0.085933233,0.076772601
CTL0507,0.047476316,0.049995552
CTL0508,0.024245035,0.019177896
CTL0509,0.018695838,0.013996675
CTL0510,0.050269936,0.043999026
CTL0511,0.111323384,0.078504975
CTL0512,0.044743654,0.030642877
CTL0513,0.043733845,0.031847747
CTL0514,0.016897794,0.014843168
CTL0515,0.011412794,0.007807828
CTL0516,0.119361469,0.078317886
CTL0517,0.090954777,0.041871123
CTL0518,0.090893255,0.074299265
CTL0519,0.297757544,0.163902133
CTL0520,0.123944863,0.089535347
CTL0521,0.267812049,0.250678258
CTL0522,0.039148894,0.024805134
CTL0523,0.015111722,0.011864684
CTL0524,0.047447136,0.033901997
CTL0525,0.026119698,0.017030057
CTL0526,0.015873023,0.009131554
CTL0527,0.281184009,0.236556761
CTL0528,0.120670565,0.092531002
CTL0529,0.028684905,0.036488122
CTL0530,0.097700149,0.102415942
CTL0531,0.029457945,0.028424497
CTL0532,0.020435829,0.014261082
CTL0533,0.025227856,0.01472529
CTL0534,0.03194829,0.01959418
CTL0535,0.306841037,0.245914547
CTL0536,0.024370744,0.020752607
CTL0537,0.018408444,0.015868076
CTL0538,0.382170203,0.184389874
CTL0539,0.073799157,0.052140225
CTL0540,0.090053046,0.037623702
CTL0541,0.335060196,0.227877429
CTL0542,0.068036431,0.057938397
CTL0543,0.029069278,0.031749059
CTL0544,0.162281454,0.154367947
CTL0545,0.115990956,0.104416282
CTL0546,0.092818984,0.131875382
CTL0547,0.273144372,0.291194449
CTL0548,0.148456853,0.18597736
CTL0549,0.011960264,0.011813968
CTL0550,0.028055069,0.025030607
CTL0551,0.072821834,0.048702073
CTL0552,0.015018615,0.008622113
CTL0553,0.065575581,0.0291379
CTL0554,0.17438325,0.201899611
CTL0555,0.031481566,0.022122419
CTL0556,0.021151846,0.012433643
CTL0557,0.184740705,0.113204519
CTL0558,0.131255719,0.079459878
CTL0559,0.091883086,0.054091535
CTL0560,0.094854817,0.088200092
CTL0561,0.041982788,0.048307985
CTL0562,0.226515209,0.27597519
CTL0563,0.049885923,0.047900454
CTL0564,0.057663399,0.042284145
CTL0565,0.715759042,0.410799793
CTL0566,0.77941946,0.575131679
CTL0567,0.46438307,0.425275832
CTL0568,0.16400073,0.274047393
CTL0569,0.144473552,0.172715078
CTL0570,0.171278705,0.18704837
CTL0571,0.233652706,0.253541358
CTL0572,0.140515987,0.166905439
CTL0573,0.0573917,0.058325541
CTL0574,0.476878156,0.433111435
CTL0575,0.081329805,0.103904706
CTL0576,0.099776224,0.086837173
CTL0577,0.009228619,0.005600098
CTL0578,0.022325742,0.031574736
CTL0580,0.017630774,0.013869708
CTL0581,0.181761596,0.119345373
CTL0582,0.049344354,0.029388604
CTL0583,0.050705053,0.037483306
CTL0583A,0.081865012,0.073276943
CTL0584,0.045887816,0.042562193
CTL0585,0.110632124,0.080501418
CTL0586,0.101852067,0.077772002
CTL0587,0.070773223,0.043168345
CTL0588,0.094898607,0.076652128
CTL0589,0.012403907,0.005788862
CTL0590,0.127640907,0.1022806
CTL0591,0.036312633,0.032360442
CTL0592,0.010909164,0.009404373
CTL0592A,0.014512725,0.013759624
CTL0593,0.01332852,0.010569398
CTL0594,0.175671772,0.14213299
CTL0595,0.131744095,0.100840801
CTL0596,0.075574279,0.056375089
CTL0597,0.106090137,0.069752045
CTL0598,0.324138406,0.159923841
CTL0599,0.003436132,0.001732958
CTL0600,0.064190151,0.050577553
CTL0601,0.004040553,0.002320271
CTL0602,0.39667325,0.409206211
CTL0603,0.07561118,0.087456225
CTL0604,0.057719412,0.043014045
CTL0605,0.089072299,0.080247387
CTL0606,0.223072569,0.195640656
CTL0607,0.192699464,0.152095518
CTL0608,0.054964007,0.040383678
CTL0609,0.461327327,0.440873163
CTL0610,0.019704573,0.01727936
CTL0611A,0.013381397,0.008777623
CTL0612,0.007060007,0.006264686
CTL0613,0.253981416,0.370990067
CTL0614,0.038521891,0.031442009
CTL0615,0.866749053,0.681818034
CTL0616,0.138049694,0.129601632
CTL0617,0.126450001,0.144089629
CTL0618,0.197521515,0.206864727
CTL0619,0.047639712,0.025571856
CTL0620,0.040265616,0.033328913
CTL0621,0.008496444,0.006988575
CTL0622,0.016754369,0.011947215
CTL0623,0.006121039,0.005219956
CTL0624,0.008692396,0.006188901
CTL0625,0.014090085,0.015892524
CTL0626,0.066326268,0.076169924
CTL0627,0.022740492,0.017233184
CTL0628,0.012254636,0.007009191
CTL0629,0.063395651,0.049298512
CTL0630,0.148127963,0.101895597
CTL0631,0.034622579,0.023401765
CTL0633,0.17366646,0.108750376
CTL0634,0.181920003,0.136949911
CTL0635,0.045814757,0.032032597
CTL0636,0.152611704,0.113589376
CTL0637,0.067058811,0.041957915
CTL0638,0.280475398,0.037186405
CTL0639,0.022202981,0.01914902
CTL0640,0.035670388,0.029517174
CTL0641,0.078820259,0.053472455
CTL0642,0.116396458,0.142941981
CTL0643,0.034863399,0.036843905
CTL0644,0.080708013,0.075354427
CTL0645,0.028911123,0.028405197
CTL0646,0.038320011,0.035879579
CTL0647,0.015440084,0.012477842
CTL0648,0.006969529,0.002373989
CTL0649,0.186550455,0.170986826
CTL0650,0.122991177,0.043798044
CTL0651,0.049530075,0.020227614
CTL0652,0.36848764,0.19166421
CTL0654,0.262557888,0.309080755
CTL0655,0.185696483,0.240129344
CTL0656,0.143090441,0.109052567
CTL0657,0.067675419,0.05391548
CTL0658,0.048748905,0.05145782
CTL0659,0.256868763,0.3936304
CTL0660,0.110623922,0.114198868
CTL0661,0.049265437,0.061424085
CTL0662,0.091455614,0.109799483
CTL0663,0.060106524,0.06453104
CTL0664,0.067642861,0.05055419
CTL0665,0.033831408,0.0332503
CTL0666,0.075116288,0.071161668
CTL0667,0.072473932,0.05425846
CTL0668,0.055242684,0.039616033
CTL0669,0.116216129,0.050982901
CTL0670,0.192766175,0.115209833
CTL0672,0.032494656,0.034851322
CTL0673,0.010495807,0.012352311
CTL0674,0.011635643,0.010515076
CTL0675,0.045640639,0.036648136
CTL0676,0.437183805,0.427975538
CTL0677,0.187005204,0.211453675
CTL0678,0.06483684,0.071233195
CTL0679,0.180803245,0.140426502
CTL0680,0.052937658,0.071998345
CTL0681,0.021688837,0.019323014
CTL0682,0.020486762,0.018250058
CTL0683,0.029354762,0.020987399
CTL0684,0.196941433,0.200421381
CTL0685,0.040189736,0.027109089
CTL0686,0.02043125,0.009669559
CTL0687,0.006252783,0.00240055
CTL0688,0.320711866,0.457945611
CTL0689,0.096989634,0.103348392
CTL0690,0.083975993,0.086225838
CTL0691,0.270070949,0.246849168
CTL0692,0.000468935,0.000267179
CTL0693,0.021270671,0.012414398
CTL0694,0.079448059,0.063693941
CTL0695,0.293061155,0.20954127
CTL0696,0.58419823,0.645943626
CTL0697,0.498402867,0.619716883
CTL0698,0.152324484,0.155869669
CTL0699,0.005137895,0.00426385
CTL0700,0.010946134,0.005930897
CTL0701,0.256233057,0.135532059
CTL0704,0.008853431,0.002157875
CTL0705,0.264240211,0.311418831
CTL0706,0.2585557,0.169409564
CTL0707,0.158668514,0.127715576
CTL0708,0.473036259,0.360018141
CTL0709,0.023119532,0.0207466
CTL0710,0.09714758,0.071176569
CTL0711,0.041304229,0.025456171
CTL0712,0.021753055,0.013021001
CTL0713,0.040525871,0.024183277
CTL0714,0.059420392,0.039607984
CTL0715,0.248543943,0.17277725
CTL0716,0.038384145,0.014745571
CTL0717,0.105531184,0.087793936
CTL0718,0.028589313,0.017575163
CTL0719,0.051637396,0.029156029
CTL0720,0.288000919,0.166829811
CTL0721,0.136429221,0.101007712
CTL0722,0.03690267,0.030926482
CTL0723,0.013480589,0.007927504
CTL0724,0.041546473,0.032641948
CTL0725,0.000938316,0.000561914
CTL0726,0.043271497,0.046275118
CTL0727,0.024997152,0.02218321
CTL0728,0.007278194,0.006785682
CTL0729,0.00452097,0.002782381
CTL0730,0.005930837,0.00691626
CTL0731,0.038366901,0.033137224
CTL0733,0.046641689,0.044991393
CTL0734,0.010480222,0.014007872
CTL0735,0.01077953,0.008276396
CTL0736,0.170127028,0.211553874
CTL0737,0.207705536,0.172940752
CTL0738,0.015896566,0.01312591
CTL0739,0.135167983,0.075293967
CTL0740,0.174383901,0.118003267
CTL0741,0.174626008,0.128188509
CTL0742,0.008750128,0.005944717
CTL0743,0.061875597,0.046278419
CTL0744,0.016907738,0.009747099
CTL0745,0.067356869,0.055880401
CTL0746,0.05501501,0.038814648
CTL0747,0.094211874,0.082393663
CTL0748,0.019301534,0.013848078
CTL0749,0.052461469,0.044245568
CTL0750,0.053750117,0.022714864
CTL0751,0.005819916,0.0031694
CTL0752,0.307768659,0.202499078
CTL0753,0.264622387,0.218659046
CTL0754,0.272674593,0.083630133
CTL0755,0.126812986,0.020633977
CTL0756,0.145374889,0.090766491
CTL0757,0.303829956,0.346389086
CTL0758,0.000753452,0.000493754
CTL0759,0.099756713,0.086610402
CTL0760,0.332901776,0.359048983
CTL0761,0.016368499,0.011020448
CTL0763,0.019455551,0.011401062
CTL0764,0.03237624,0.024932761
CTL0765,0.054113504,0.050997188
CTL0766,0.275460086,0.193422519
CTL0767,0.497998168,0.393310153
CTL0768,0.054737662,0.046024757
CTL0769,0.246442689,0.228941376
CTL0770,0.099030665,0.091778348
CTL0771,0.146854429,0.148441816
CTL0772,0.216161373,0.170934393
CTL0773,0.087049268,0.059380786
CTL0774,0.105357205,0.068266583
CTL0775,0.093133405,0.061065868
CTL0776,0.053080227,0.034725369
CTL0777,0.041618749,0.026267988
CTL0778,0.053624777,0.036587338
CTL0779,0.038215951,0.030052904
CTL0780,0.04064726,0.034251025
CTL0781,0.039236122,0.047863558
CTL0782,0.005285036,0.005042208
CTL0783,0.049934502,0.058937926
CTL0784,0.024993206,0.031112086
CTL0785,0.028531316,0.030500392
CTL0786,0.032839677,0.034439943
CTL0787,0.153483773,0.158852913
CTL0788,0.019419226,0.02071074
CTL0789,0.113712134,0.120223189
CTL0790,0.139280061,0.10437052
CTL0791,0.179032003,0.111722806
CTL0792,0.045207061,0.031384967
CTL0793,0.127895369,0.092159362
